Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus
NFA01;;"Puusa ja reie pehme koe eksploratsioon; artroskoopiline";"Exploration of soft tissue of hip and thigh; arthroscopic";;0;01.01.2003;;;1;
NFA02;;"Puusa ja reie pehme koe eksploratsioon; lahtine";Exploration of hip joint or femur;;0;01.01.2003;;;1;
NFA09;;"Puusa ja reie pehme koe eksploratsioon; määratlemata";"Exploration of soft tissue of hip and thigh; unspecified";;0;01.01.2003;;;1;
NFA10;;"Puusaliigese eksploratsioon; perkutaanne";"Exploration of hip joint; percutaneous";;0;01.01.2003;;;1;
NFA11;;"Puusaliigese eksploratsioon; artroskoopiline";"Exploration of hip joint; arthroscopic";;0;01.01.2003;;;1;
NFA12;;"Puusaliigese eksploratsioon; lahtine";"Exploration of hip joint; open";;0;01.01.2003;;;1;
NFA19;;"Puusaliigese eksploratsioon; määratlemata";"Exploration of hip joint; unspecified";;0;01.01.2003;;;1;
NFA20;;"Puusa ja reie pehme koe või liigese biopsia; perkutaanne";"Biopsy of soft tissue or joint of hip and thigh; percutaneous";;0;01.01.2003;;;1;
NFA21;;"Puusa ja reie pehme koe või liigese biopsia; artroskoopiline";"Biopsy of soft tissue or joint of hip and thigh; arthroscopic";;0;01.01.2003;;;1;
NFA22;;"Puusa ja reie pehme koe või liigese biopsia; lahtine";"Biopsy of soft tissue or joint of hip and thigh; open";;0;01.01.2003;;;1;
NFA29;;"Puusa ja reie pehme koe või liigese biopsia; määratlemata";"Biopsy of soft tissue or joint of hip and thigh; unspecified";;0;01.01.2003;;;1;
NFA30;;"Reieluu biopsia; perkutaanne";"Biopsy of bone of femur; percutaneous";;0;01.01.2003;;;1;
NFA31;;"Reieluu biopsia; artroskoopiline";"Biopsy of bone of femur; arthroscopic";;0;01.01.2003;;;1;
NFA32;;"Reieluu biopsia; lahtine";"Biopsy of bone of femur; open";;0;01.01.2003;;;1;
NFA39;;"Reieluu biopsia; määratlemata";"Biopsy of bone of femur; unspecified";;0;01.01.2003;;;1;
NFB00;;"Puusaliigese esmane proteesimine osalise proteesiga ilma tsemendita; kõik osad";"Primary partial prosthetic replacement of hip joint not using cement; all parts";;0;01.01.2003;;;1;
NFB01;;"Puusaliigese esmane proteesimine osalise proteesiga ilma tsemendita; üks osa  - proksimaalne";"Primary partial prosthetic replacement of hip joint not using cement; single part - proximal";;0;01.01.2003;;;1;
NFB02;;"Puusaliigese esmane proteesimine osalise proteesiga ilma tsemendita; üks osa - distaalne";"Primary partial prosthetic replacement of hip joint not using cement; single part - distal";;0;01.01.2003;;;1;
NFB03;;"Puusaliigese esmane proteesimine osalise proteesiga ilma tsemendita; üks osa - muu";"Primary partial prosthetic replacement of hip joint not using cement; single part - other";;0;01.01.2003;;;1;
NFB09;;"Puusaliigese esmane proteesimine osalise proteesiga ilma tsemendita; muu või määratlemata";"Primary partial prosthetic replacement of hip joint not using cement; other or unspecified";;0;01.01.2003;;;1;
NFB10;;"Puusaliigese esmane proteesimine osalise proteesiga kasutades tsementi; kõik osad";"Primary partial prosthetic replacement of hip joint using cement; all parts";;0;01.01.2003;;;1;
NFB11;;"Puusaliigese esmane proteesimine osalise proteesiga kasutades tsementi; üks osa  - proksimaalne";"Primary partial prosthetic replacement of hip joint using cement; single part proximal";;0;01.01.2003;;;1;
NFB12;;"Puusaliigese esmane proteesimine osalise proteesiga kasutades tsementi; üks osa - distaalne";"Primary partial prosthetic replacement of hip joint using cement; single part - distal";;0;01.01.2003;;;1;
NFB13;;"Puusaliigese esmane proteesimine osalise proteesiga kasutades tsementi; üks osa - muu";"Primary partial prosthetic replacement of hip joint using cement; single part - other";;0;01.01.2003;;;1;
NFB19;;"Puusaliigese esmane proteesimine osalise proteesiga kasutades tsementi; muu või määratlemata";"Primary partial prosthetic replacement of hip joint using cement; other or unspecified";;0;01.01.2003;;;1;
NFB20;;Puusaliigese esmane proteesimine totaalse proteesiga ilma tsemendita;Primary total prosthetic replacement of hip joint not using cement;;0;01.01.2003;;;1;
NFB30;;Puusaliigese esmane proteesimine totaalse proteesiga hübriid-meetodil;Primary total prosthetic replacement of hip joint using hybrid technique;;0;01.01.2003;;;1;
NFB40;;Puusaliigese esmane proteesimine totaalse proteesiga kasutades tsementi;Primary total prosthetic replacement of hip joint using cement;;0;01.01.2003;;;1;
NFB59;;Puusaliigese esmane interpositsiooni proteesimine;Primary prosthetic interposition arthroplasty of hip joint;;0;01.01.2003;;;1;
NFB62;;Reieluupea liigespinna esmane proteesimine;Primary prosthetic replacement of joint surface of femoral head;;0;01.01.2010;;;1;
NFB99;;Puusaliigese muu esmane proteesimine;Other primary prosthetic replacement of hip joint;;0;01.01.2003;;;1;
NFC00;;"Puusaliigese teisene proteesimine osalise proteesiga ilma tsemendita; kõik osad";"Secondary implantation of partial prosthesis in hip joint not using cement; all parts";;0;01.01.2003;;;1;
NFC01;;"Puusaliigese teisene proteesimine osalise proteesiga ilma tsemendita; üks osa – proksimaalne";"Secondary implantation of partial prosthesis in hip joint not using cement; single part - proximal";;0;01.01.2003;;;1;
NFC02;;"Puusaliigese teisene proteesimine osalise proteesiga ilma tsemendita; üks osa – distaalne";"Secondary implantation of partial prosthesis in hip joint not using cement; single part - distal";;0;01.01.2003;;;1;
NFC03;;"Puusaliigese teisene proteesimine osalise proteesiga ilma tsemendita; üks osa – muu";Exchange of a loose part of prosthesis in hip joint;;0;01.01.2003;;;1;
NFC09;;"Puusaliigese teisene proteesimine osalise proteesiga ilma tsemendita; muu või määratlemata";"Secondary implantation of partial prosthesis in hip joint not using cement; other or unspecified";;0;01.01.2003;;;1;
NFC10;;"Puusaliigese teisene proteesimine osalise proteesiga kasutades tsementi; kõik osad";"Secondary implantation of partial prosthesis in hip joint using cement; all parts";;0;01.01.2003;;;1;
NFC11;;"Puusaliigese teisene proteesimine osalise proteesiga kasutades tsementi; üks osa – proksimaalne";"Secondary implantation of partial prosthesis in hip joint using cement; single part - proximal";;0;01.01.2003;;;1;
NFC12;;"Puusaliigese teisene proteesimine osalise proteesiga kasutades tsementi; üks osa – distaalne";"Secondary implantation of partial prosthesis in hip joint using cement; single part - distal";;0;01.01.2003;;;1;
NFC13;;"Puusaliigese teisene proteesimine osalise proteesiga kasutades tsementi; üks osa – muu";"Secondary implantation of partial prosthesis in hip joint using cement; single part - other";;0;01.01.2003;;;1;
NFC19;;"Puusaliigese teisene proteesimine osalise proteesiga kasutades tsementi; muu või määratlemata";"Secondary implantation of partial prosthesis in hip joint using cement; other or unspecified";;0;01.01.2003;;;1;
NFC20;;"Puusaliigese teisene proteesimine totaalse proteesiga ilma tsemendita; kõik osad";"Secondary implantation of total prosthesis in hip joint not using cement; all parts";;0;01.01.2003;;;1;
NFC21;;"Puusaliigese teisene proteesimine totaalse proteesiga ilma tsemendita; üks osa – proksimaalne";"Secondary implantation of total prosthesis in hip joint not using cement; single part - proximal";;0;01.01.2003;;;1;
NFC22;;"Puusaliigese teisene proteesimine totaalse proteesiga ilma tsemendita; üks osa – distaalne";"Secondary implantation of total prosthesis in hip joint not using cement; single part - distal";;0;01.01.2003;;;1;
NFC23;;"Puusaliigese teisene proteesimine totaalse proteesiga ilma tsemendita; üks osa – muu";"Secondary implantation of total prosthesis in hip joint not using cement; single part - other";;0;01.01.2003;;;1;
NFC29;;"Puusaliigese teisene proteesimine totaalse proteesiga ilma tsemendita; muu või määratlemata";"Secondary implantation of total prosthesis in hip joint not using cement; other or unspecified";;0;01.01.2003;;;1;
NFC30;;"Puusaliigese teisene proteesimine totaalse proteesiga hübriid-meetodil; kõik osad";"Secondary implantation of total prosthesis in hip joint using hybrid technique; all parts";;0;01.01.2003;;;1;
NFC31;;"Puusaliigese teisene proteesimine totaalse proteesiga hübriid-meetodil; üks osa – proksimaalne";"Secondary implantation of total prosthesis in hip joint using hybrid technique; single part - proximal";;0;01.01.2003;;;1;
NFC32;;"Puusaliigese teisene proteesimine totaalse proteesiga hübriid-meetodil; üks osa – distaalne";"Secondary implantation of total prosthesis in hip joint using hybrid technique; single part - distal";;0;01.01.2003;;;1;
NFC33;;"Puusaliigese teisene proteesimine totaalse proteesiga hübriid-meetodil; üks osa – muu";"Secondary implantation of total prosthesis in hip joint using hybrid technique; single part - other";;0;01.01.2003;;;1;
NFC39;;"Puusaliigese teisene proteesimine totaalse proteesiga hübriid-meetodil; muu või määratlemata";"Secondary implantation of total prosthesis in hip joint using hybrid technique; other or unspecified";;0;01.01.2003;;;1;
NFC40;;"Puusaliigese teisene proteesimine totaalse proteesiga kasutades tsementi; kõik osad";"Secondary implantation of total prosthesis in hip joint using cement; all parts";;0;01.01.2003;;;1;
NFC41;;"Puusaliigese teisene proteesimine totaalse proteesiga kasutades tsementi; üks osa – proksimaalne";"Secondary implantation of total prosthesis in hip joint using cement; single part - proximal";;0;01.01.2003;;;1;
NFC42;;"Puusaliigese teisene proteesimine totaalse proteesiga kasutades tsementi; üks osa – distaalne";"Secondary implantation of total prosthesis in hip joint using cement; single part - distal";;0;01.01.2003;;;1;
NFC43;;"Puusaliigese teisene proteesimine totaalse proteesiga kasutades tsementi; üks osa – muu";"Secondary implantation of total prosthesis in hip joint using cement; single part - other";;0;01.01.2003;;;1;
NFC49;;"Puusaliigese teisene proteesimine totaalse proteesiga kasutades tsementi; muu või määratlemata";"Secondary implantation of total prosthesis in hip joint using cement; other or unspecified";;0;01.01.2003;;;1;
NFC59;;Puusaliigese teisene interpositsiooni proteesimine;Secondary implantation of interposition prosthesis in hip joint;;0;01.01.2003;;;1;
NFC99;;Puusaliigese proteesi loksuva osa väljavahetamine;Other secondary prosthetic replacement in hip joint;;0;01.01.2003;;;1;
NFD21;;Puusaliigese liigesmoka õmblus, artroskoopiline;Suturation of acetabular labrum, athroscopic;;0;01.01.2020;;;1;
NFE91;;"Operatsioon puusaliigese kapslil või sidemel; artroskoopiline";"Operation on capsule or ligament of hip joint; arthroscopic";;0;01.01.2003;;;1;
NFE92;;"Operatsioon puusaliigese kapslil või sidemel; lahtine";"Operation on capsule or ligament of hip joint; open";;0;01.01.2003;;;1;
NFE99;;"Operatsioon puusaliigese kapslil või sidemel; määratlemata";"Operation on capsule or ligament of hip joint; unspecified";;0;01.01.2003;;;1;
NFF01;;"Puusaliigese totaalne sünovektoomia; artroskoopiline";"Total synovectomy of hip joint; arthroscopic";;0;01.01.2003;;;1;
NFF02;;"Puusaliigese totaalne sünovektoomia; lahtine";"Total synovectomy of hip joint; open";;0;01.01.2003;;;1;
NFF09;;"Puusaliigese totaalne sünovektoomia; määratlemata";"Total synovectomy of hip joint; unspecified";;0;01.01.2003;;;1;
NFF11;;"Puusaliigese osaline sünovektoomia; artroskoopiline";"Partial synovectomy of hip joint; arthroscopic";;0;01.01.2003;;;1;
NFF12;;"Puusaliigese osaline sünovektoomia; lahtine";"Partial synovectomy of hip joint; open";;0;01.01.2003;;;1;
NFF19;;"Puusaliigese osaline sünovektoomia; määratlemata";"Partial synovectomy of hip joint; unspecified";;0;01.01.2003;;;1;
NFF21;;"Puusaliigese liigespinna fragmendi fiksatsioon; artroskoopiline";"Fixation of fragment of surface of hip joint; arthroscopic";;0;01.01.2003;;;1;
NFF22;;"Puusaliigese liigespinna fragmendi fiksatsioon; lahtine";"Fixation of fragment of surface of hip joint; open";;0;01.01.2003;;;1;
NFF29;;"Puusaliigese liigespinna fragmendi fiksatsioon; määratlemata";"Fixation of fragment of surface of hip joint; unspecified";;0;01.01.2003;;;1;
NFF31;;"Puusaliigese liigeskõhre osaline ekstsisioon; artroskoopiline";"Partial excision of joint cartilage of hip joint; arthroscopic";;0;01.01.2003;;;1;
NFF32;;"Puusaliigese liigeskõhre osaline ekstsisioon; lahtine";"Partial excision of joint cartilage of hip joint; open";;0;01.01.2003;;;1;
NFF39;;"Puusaliigese liigeskõhre osaline ekstsisioon; määratlemata";"Partial excision of joint cartilage of hip joint; unspecified";;0;01.01.2003;;;1;
NFF91;;"Muu operatsioon puusaliigese sünoviaalmembraanil või liigespinnal; artroskoopiline";"Other operation on synovia or surface of hip joint; arthroscopic";;0;01.01.2003;;;1;
NFF92;;"Muu operatsioon puusaliigese sünoviaalmembraanil või liigespinnal; lahtine";"Other operation on synovia or surface of hip joint; open";;0;01.01.2003;;;1;
NFF99;;"Muu operatsioon puusaliigese sünoviaalmembraanil või liigespinnal; määratlemata";"Other operation on synovia or surface of hip joint; unspecified";;0;01.01.2003;;;1;
NFG09;;Puusaliigese ekstsisiooni artroplastika;Excision arthroplasty of hip joint;;0;01.01.2003;;;1;
NFG19;;Puusaliigese interpositsiooni artroplastika;Interposition arthroplasty of hip joint;;0;01.01.2003;;;1;
NFG29;;Muu puusaliigese artroplastika ilma proteesimiseta;Other arthroplasty of hip joint without prosthetic replacement;;0;01.01.2003;;;1;
NFG39;;Puusaliigese artrodees ilma fiksatsioonita;Fusion of hip joint without fixation;;0;01.01.2003;;;1;
NFG49;;Puusaliigese artrodees sisemise fiksatsiooniga;Fusion of hip joint with internal fixation;;0;01.01.2003;;;1;
NFG59;;Puusaliigese artrodees välise fiksatsiooniga;Fusion of hip joint with external fixation;;0;01.01.2003;;;1;
NFH00;;"Puusaliigese luksatsiooni paigaldamine; kinnine";"Reduction of dislocation of hip joint; closed";;0;01.01.2003;;;1;
NFH01;;"Puusaliigese luksatsiooni paigaldamine; artroskoopiline";"Reduction of dislocation of hip joint; arthroscopic";;0;01.01.2003;;;1;
NFH02;;"Puusaliigese luksatsiooni paigaldamine; lahtine";"Reduction of dislocation of hip joint; open";;0;01.01.2003;;;1;
NFH09;;"Puusaliigese luksatsiooni paigaldamine; määratlemata";"Reduction of dislocation of hip joint; unspecified";;0;01.01.2003;;;1;
NFH20;;"Puusaliigese proteesi luksatsiooni paigaldamine; kinnine";"Reduction of dislocation prosthesis of hip joint; closed";;0;01.01.2003;;;1;
NFH21;;"Puusaliigese proteesi luksatsiooni paigaldamine; artroskoopiline";"Reduction of dislocation prosthesis of hip joint; arthroscopic";;0;01.01.2003;;;1;
NFH22;;"Puusaliigese proteesi luksatsiooni paigaldamine; lahtine";"Reduction of dislocation prosthesis of hip joint; open";;0;01.01.2003;;;1;
NFH29;;"Puusaliigese proteesi luksatsiooni paigaldamine; määratlemata";"Reduction of dislocation prosthesis of hip joint; unspecified";;0;01.01.2003;;04.12.2019;1;Muudeti ingliskeelset nimetust kuna dubleeris koodi NFH22 nimetust
NFH30;;"Puusaliigese liidete vabastamine; kinnine";"Freeing of adhesions of hip joint; closed";;0;01.01.2003;;;1;
NFH31;;"Puusaliigese liidete vabastamine; artroskoopiline";"Freeing of adhesions of hip joint; arthroscopic";;0;01.01.2003;;;1;
NFH32;;"Puusaliigese liidete vabastamine; lahtine";"Freeing of adhesions of hip joint; open";;0;01.01.2003;;;1;
NFH39;;"Puusaliigese liidete vabastamine; määratlemata";"Freeing of adhesions of hip joint; unspecified";;0;01.01.2003;;;1;
NFH40;;"Võõrkeha või vaba keha eemaldamine puusaliigesest; kinnine";"Removal of foreign or loose body from hip joint; closed";;0;01.01.2003;;;1;
NFH41;;"Võõrkeha või vaba keha eemaldamine puusaliigesest; artroskoopiline";"Removal of foreign or loose body from hip joint; arthroscopic";;0;01.01.2003;;;1;
NFH42;;"Võõrkeha või vaba keha eemaldamine puusaliigesest; lahtine";"Removal of foreign or loose body from hip joint; open";;0;01.01.2003;;;1;
NFH49;;"Võõrkeha või vaba keha eemaldamine puusaliigesest; määratlemata";"Removal of foreign or loose body from hip joint; unspecified";;0;01.01.2003;;;1;
NFH50;;"Puusaliigese liigesesesisese eksostoosi või osteofüüdi ekstsisioon; kinnine";"Excision of intraarticular exostosis or osteophyte of hip joint; closed";;0;01.01.2003;;;1;
NFH51;;"Puusaliigese liigesesesisese eksostoosi või osteofüüdi ekstsisioon; artroskoopiline";"Excision of intraarticular exostosis or osteophyte of hip joint; arthroscopic";;0;01.01.2003;;;1;
NFH52;;"Puusaliigese liigesesesisese eksostoosi või osteofüüdi ekstsisioon; lahtine";"Excision of intraarticular exostosis or osteophyte of hip joint; open";;0;01.01.2003;;;1;
NFH59;;"Puusaliigese liigesesesisese eksostoosi või osteofüüdi ekstsisioon; määratlemata";"Excision of intraarticular exostosis or osteophyte of hip joint; unspecified";;0;01.01.2003;;;1;
NFH70;;"Operatsioon puusaliigese habituaalse luksatsiooni korral; kinnine";"Operation for habitual dislocation of hip joint; closed";;0;01.01.2003;;;1;
NFH71;;"Operatsioon puusaliigese habituaalse luksatsiooni korral; artroskoopiline";"Operation for habitual dislocation of hip joint; arthroscopic";;0;01.01.2003;;;1;
NFH72;;"Operatsioon puusaliigese habituaalse luksatsiooni korral; lahtine";"Operation for habitual dislocation of hip joint; open";;0;01.01.2003;;;1;
NFH79;;"Operatsioon puusaliigese habituaalse luksatsiooni korral; määratlemata";"Operation for habitual dislocation of hip joint; unspecified";;0;01.01.2003;;;1;
NFH90;;"Muu operatsioon puusaliigesel; kinnine";"Other operation on hip joint; closed";;0;01.01.2003;;;1;
NFH91;;"Muu operatsioon puusaliigesel; artroskoopiline";"Other operation on hip joint; arthroscopic";;0;01.01.2003;;;1;
NFH92;;"Muu operatsioon puusaliigesel; lahtine";"Other operation on hip joint; open";;0;01.01.2003;;;1;
NFH99;;"Muu operatsioon puusaliigesel; määratlemata";"Other operation on hip joint; unspecified";;0;01.01.2003;;;1;
NFJ00;;"Reieluumurru kinnine paigaldamine; reieluukael";"Closed reduction of fracture of femur; neck of femur";;0;01.01.2003;;;1;
